iter	F1	Logloss
168	0.603988604	0.3096476689
169	0.6019417476	0.3088880837
170	0.6067159932	0.3084875428
171	0.606370876	0.3079961208
172	0.6106696935	0.3071655674
173	0.612244898	0.30687387
174	0.6164305949	0.3061183273
175	0.6168647425	0.3053524806
176	0.6145124717	0.304321091
177	0.6183465459	0.3031939564
178	0.6199095023	0.3027333948
179	0.6202603282	0.3017819
180	0.621040724	0.3008656589
181	0.6228765572	0.3000002948
182	0.626832018	0.2992515464
183	0.6287323944	0.2983784733
184	0.6341189675	0.2975369955
185	0.6341189675	0.2966328201
186	0.6402234637	0.2959536874
187	0.6409826912	0.2955931497
188	0.6420993858	0.2950250313
189	0.6462053571	0.2944943537
190	0.6416992733	0.2941000124
191	0.6458449526	0.2935184135
192	0.6469933185	0.2926427633
193	0.6503613118	0.2919942821
194	0.6507495836	0.2916165203
195	0.6514730406	0.2911166267
196	0.6518353726	0.2908740734
197	0.6533333333	0.2904420449
198	0.6563020544	0.2897766397
199	0.6563020544	0.2893213858
200	0.6551915602	0.2883893968
201	0.6566833056	0.2881016384
202	0.6589275843	0.2875941704
203	0.6574279379	0.2871703239
204	0.6570477248	0.2868244163
205	0.6570477248	0.2865317977
206	0.6577925679	0.2864569075
207	0.6581717452	0.2858837662
208	0.6589018303	0.2853292624
209	0.6600221484	0.284529438
210	0.6592797784	0.2841721415
211	0.6596452328	0.2836275693
212	0.6644591611	0.2828479226
213	0.6644591611	0.2820210947
214	0.6666666667	0.2814651399
215	0.6681342873	0.2811636433
216	0.6688668867	0.280928715
217	0.671797691	0.280484213
218	0.6732564525	0.2801514786
219	0.6739846323	0.2796135018
220	0.6754241927	0.2788587132
221	0.6757940854	0.2784211994
222	0.6772428884	0.2777346017
223	0.6779661017	0.2773931206
224	0.6805024577	0.2768804049
225	0.6805024577	0.2763761284
226	0.6823144105	0.2758708442
227	0.6830332788	0.2752392177
228	0.6851851852	0.2745165259
229	0.6862745098	0.274312607
230	0.6866158868	0.2736484824
231	0.6862745098	0.2732846032
232	0.6877040261	0.2731141843
233	0.6873300707	0.2728384889
234	0.6884176183	0.2726072274
235	0.6891304348	0.2722095112
236	0.6891304348	0.2719871863
237	0.6923494303	0.2716287515
238	0.6923494303	0.271279721
239	0.6955579632	0.2705413274
240	0.6952277657	0.2700791947
241	0.6966413868	0.269715754
242	0.7001620746	0.2691737232
243	0.7015650297	0.2682076395
244	0.7011866235	0.2673453085
245	0.7032848681	0.2667782958
246	0.7039827772	0.2661381464
247	0.7029649596	0.2657767764
248	0.7050592034	0.2654973076
249	0.704361874	0.2648153954
250	0.7050592034	0.2646777631
251	0.704361874	0.2640696832
252	0.7075268817	0.2631891671
253	0.7082213864	0.2628157957
254	0.708915145	0.2621983853
255	0.7079074771	0.2616851633
256	0.7086021505	0.261453468
257	0.7086021505	0.2606056967
258	0.7113733906	0.2600777311
259	0.7103004292	0.2598270091
260	0.7103004292	0.2596860809
261	0.7109919571	0.2593666602
262	0.7123727906	0.259168054
263	0.7148207598	0.2583973864
264	0.7152034261	0.2575759799
265	0.7179487179	0.2571864248
266	0.7193169691	0.2567681823
267	0.7221333333	0.2564234497
268	0.7228144989	0.2560067651
269	0.7214514408	0.2552049288
270	0.7232	0.254889047
271	0.7232	0.254312311
272	0.7252396166	0.253714624
273	0.7265957447	0.253399299
274	0.7259180415	0.2527645753
275	0.7265957447	0.2523145308
276	0.7259180415	0.2518315812
277	0.7268862912	0.2515991213
278	0.7286245353	0.251034777
279	0.7299734748	0.250889402
280	0.7272727273	0.2503860571
281	0.7306468717	0.249682417
282	0.7306468717	0.2491958207
283	0.7316040233	0.2486780164
284	0.7343915344	0.2480121709
285	0.7349524815	0.2477053909
286	0.733615222	0.2470553532
287	0.7329455315	0.2466389471
288	0.735340729	0.2462747842
289	0.7371760973	0.245873777
290	0.7371760973	0.2456730156
291	0.7385103011	0.2452320444
292	0.7378435518	0.2451384967
293	0.7378435518	0.2444860377
294	0.7374537771	0.2441499643
295	0.7394514768	0.2433354103
296	0.7383966245	0.2431654818
297	0.7383966245	0.2428885981
298	0.7381203801	0.2427558586
299	0.7407797682	0.2424183023
300	0.7427669648	0.2422369955
301	0.7451392538	0.24180931
302	0.7451392538	0.2415871921
303	0.7464566929	0.2411513966
304	0.7471143757	0.2406189
305	0.7488201363	0.2397831823
306	0.7501309586	0.239685499
307	0.7490832897	0.2393454285
308	0.7497382199	0.2388833468
309	0.75	0.2383027209
310	0.7480356207	0.2380768896
311	0.7532603026	0.237735386
312	0.7526096033	0.2370707672
313	0.7527443806	0.2362800583
314	0.7544409613	0.2357978639
315	0.7544409613	0.2355037429
316	0.7550913838	0.2349077695
317	0.755995829	0.2345148591
318	0.755995829	0.2344134694
319	0.7592303692	0.2338438704
320	0.7585848075	0.2336719444
321	0.7601246106	0.2331818217
322	0.7614107884	0.2326735718
323	0.7630896838	0.2322831395
324	0.765010352	0.2318406997
325	0.766683911	0.2312998297
326	0.7673216132	0.230554103
327	0.7658914729	0.2300094653
328	0.7684373388	0.229671569
329	0.7684373388	0.2294662133
330	0.7681982447	0.2287826376
331	0.7688338493	0.2282641932
332	0.7692307692	0.2280874858
333	0.7701030928	0.2276279027
334	0.7701030928	0.22730042
335	0.7707367336	0.2266761572
336	0.7717671303	0.2261071613
337	0.7723995881	0.225870329
338	0.772797527	0.2252172359
339	0.7734294542	0.2250172652
340	0.7734294542	0.224557959
341	0.7757201646	0.2241795812
342	0.777377892	0.2238489244
343	0.7750900669	0.2234256206
344	0.7776065742	0.2229154239
345	0.7767489712	0.2226460246
346	0.7771487391	0.2221629379
347	0.7777777778	0.2216788555
348	0.7777777778	0.2208708188
349	0.7802874743	0.2204746704
350	0.7827868852	0.2199716413
351	0.7821629933	0.2195374028
352	0.7815384615	0.2192903577
353	0.7834101382	0.2190922095
354	0.7834101382	0.2188045361
355	0.7840327533	0.2183930997
356	0.7850562948	0.2180891969
357	0.7862985685	0.2178713297
358	0.7862985685	0.217697761
359	0.7881572231	0.2172416752
360	0.7875383044	0.2167755916
361	0.7881572231	0.2162716579
362	0.7893931668	0.2157682448
363	0.7900101937	0.2155172995
364	0.7893931668	0.2151111649
365	0.7912423625	0.2148185407
366	0.793699187	0.2144095933
367	0.7943118334	0.214079137
368	0.7967562088	0.2136264669
369	0.7961460446	0.2129967932
370	0.7955352613	0.2122474574
371	0.7967562088	0.2117794367
372	0.7961460446	0.2114657987
373	0.7961460446	0.2109256356
374	0.7979746835	0.2103091955
375	0.799190693	0.2098076594
376	0.799190693	0.2093947542
377	0.8004042446	0.2090721814
378	0.8016153458	0.2086811352
379	0.8018154312	0.208293606
380	0.80302267	0.2078084726
381	0.80302267	0.2072557268
382	0.8038229376	0.2068688698
383	0.8042274786	0.2065363914
384	0.8054298643	0.2059531466
385	0.8094282849	0.20535808
386	0.8112168252	0.2049698083
387	0.813	0.2047319151
388	0.8121878122	0.204154146
389	0.8127808288	0.203775903
390	0.8121878122	0.203286123
391	0.811	0.2027078863
392	0.8121878122	0.2023272701
393	0.8127808288	0.2022118268
394	0.8133732535	0.2019574131
395	0.813779331	0.2015917398
396	0.8163672655	0.2012591177
397	0.816957606	0.2011072396
398	0.8187250996	0.2007968794
399	0.8193130911	0.2004973791
400	0.8204873197	0.2000385892
401	0.8194927897	0.1993983818
402	0.8224206349	0.1987650613
403	0.8230044621	0.198671366
404	0.8235877106	0.1981994081
405	0.8235877106	0.1979250497
406	0.8235877106	0.1975402031
407	0.8247524752	0.1972553474
408	0.8247524752	0.1969565848
409	0.8247524752	0.1966799949
410	0.8247524752	0.1963837254
411	0.8257425743	0.195965795
412	0.8263236022	0.1954776955
413	0.8269040554	0.1951743804
414	0.8263236022	0.1948882645
415	0.8274839348	0.1945501221
416	0.8280632411	0.1943895505
417	0.8292201382	0.1939025149
418	0.8286419753	0.1933912438
419	0.8292201382	0.1932727079
420	0.8292201382	0.193033003
421	0.8292201382	0.1926975267
422	0.8292201382	0.1923254224
423	0.8286419753	0.1921921526
424	0.8274839348	0.1917824667
425	0.8280632411	0.1913872696
426	0.8292201382	0.1910258691
427	0.8297977306	0.1909027985
428	0.8288110508	0.1905881841
429	0.8293885602	0.1904324633
430	0.8292201382	0.1902376758
431	0.8288110508	0.1897474761
432	0.8315270936	0.1892674338
433	0.8321024126	0.188996135
434	0.8343980344	0.1885763311
435	0.8349705305	0.1882307118
436	0.8355424644	0.1879313282
437	0.8349705305	0.1877590609
438	0.8376655223	0.1872117201
439	0.8383937316	0.1869024409
440	0.8395303327	0.1865990924
441	0.8400977995	0.1860844194
442	0.8399412628	0.1857222397
443	0.8405088063	0.1852881992
444	0.8414872798	0.1849628021
445	0.8443142997	0.1843828659
446	0.8460038986	0.1840184499
447	0.8464163823	0.1838887723
448	0.845703125	0.1836291298
449	0.8490749757	0.1832028406
450	0.8492217899	0.1829480715
451	0.8488089451	0.1825254137
452	0.8499271491	0.1823226256
453	0.8513119534	0.181938146
454	0.8518698397	0.181400915
455	0.8501945525	0.1811064634
456	0.8524271845	0.1808205518
457	0.8529839884	0.1803701485
458	0.8524271845	0.180152073
459	0.8524271845	0.179884583
460	0.8535402522	0.1796317135
461	0.8536821705	0.1793272699
462	0.8547918683	0.1792704094
463	0.8546511628	0.1788554514
464	0.855620155	0.1785326627
465	0.8545101843	0.1782377721
466	0.8550654387	0.1777901223
467	0.8572810837	0.1773502923
468	0.8578336557	0.1769558067
469	0.8567279768	0.1766873029
470	0.8583856936	0.1765508247
471	0.857696031	0.1761688144
472	0.8588007737	0.1757306849
473	0.8601838413	0.1752520383
474	0.8611514272	0.1747777413
475	0.8632189464	0.1745234711
476	0.8622522958	0.1742299598
477	0.8633510381	0.1740340816
478	0.8629343629	0.1737950027
479	0.8640308582	0.1735769478
480	0.8628019324	0.173357989
481	0.8654124457	0.1730502324
482	0.8648648649	0.1726694802
483	0.8648648649	0.1722296562
484	0.8643167552	0.1719282778
485	0.8654124457	0.1718672213
486	0.8654124457	0.1716586566
487	0.8654124457	0.1713313249
488	0.8654124457	0.1711784779
489	0.8648648649	0.1709415599
490	0.8659594986	0.1708085031
491	0.8659594986	0.1706025585
492	0.8665060241	0.1703934308
493	0.8670520231	0.1703069545
494	0.8681424447	0.170006691
495	0.869774147	0.169826641
496	0.8681424447	0.1695680383
497	0.8675974964	0.169267343
498	0.8681424447	0.1688967206
499	0.8681424447	0.1686629448
500	0.8703170029	0.1682524045
501	0.869774147	0.1678080448
502	0.8714011516	0.1675291178
503	0.8724832215	0.1672335377
504	0.8735632184	0.1666939978
505	0.8735632184	0.1664205952
506	0.8735632184	0.1659139785
507	0.8762541806	0.1654470336
508	0.8762541806	0.1652717326
509	0.8778625954	0.1650287003
510	0.8767908309	0.1645379458
511	0.8778625954	0.1642924826
512	0.8789323165	0.1639561388
513	0.8789323165	0.1635391434
514	0.8794664126	0.1633138888
515	0.88	0.1630970658
516	0.8815977175	0.1627659788
517	0.8815977175	0.1625137288
518	0.8815977175	0.1620602852
519	0.8826603325	0.161740456
520	0.8815977175	0.1615129983
521	0.8815977175	0.1614437635
522	0.8821292776	0.1612137382
523	0.8826603325	0.1610810488
524	0.8831908832	0.160933566
525	0.8831908832	0.1607634094
526	0.8837209302	0.1605667461
527	0.8847795164	0.160138248
528	0.8847795164	0.1599617984
529	0.8858360966	0.1595755221
530	0.8868906768	0.1594313088
531	0.8879432624	0.1592902949
532	0.8889938592	0.1586739491
533	0.8900424729	0.1582867531
534	0.8900424729	0.1582146203
535	0.8900424729	0.158002759
536	0.8910891089	0.1577180252
537	0.892133773	0.1573624439
538	0.8926553672	0.1571603048
539	0.8936970837	0.1569021227
540	0.8962928203	0.1565145282
541	0.8947368421	0.1558840087
542	0.8947368421	0.155723893
543	0.8952559887	0.1554625999
544	0.8957746479	0.1552511188
545	0.8973277075	0.1549304472
546	0.8973277075	0.1546816315
547	0.8993916706	0.1542711604
548	0.8993916706	0.1542238005
549	0.8999064546	0.1540105976
550	0.9004207574	0.1536350813
551	0.8999064546	0.153205493
552	0.9019607843	0.1527864325
553	0.9034965035	0.1524280374
554	0.9029850746	0.152254934
555	0.9024731685	0.1519529354
556	0.9034965035	0.1514038852
557	0.9040074557	0.1511395282
558	0.905027933	0.1508465741
559	0.905027933	0.1505393856
560	0.905027933	0.1502979936
561	0.904517932	0.1501079657
562	0.9040074557	0.149932728
563	0.9040074557	0.1496267864
564	0.905027933	0.1493579777
565	0.9055374593	0.1491687231
566	0.9065550907	0.1488924997
567	0.9065550907	0.1484533352
568	0.9079925651	0.1481325234
569	0.9079925651	0.1479381055
570	0.9084997678	0.1475928332
571	0.9090064995	0.147372083
572	0.909512761	0.1471743931
573	0.909512761	0.1470567152
574	0.9111111111	0.1466431322
575	0.912037037	0.1464036994
576	0.912037037	0.1461561424
577	0.9106067624	0.1460083113
578	0.9106067624	0.1455601402
579	0.9116149931	0.1453286033
580	0.9135460009	0.1450795708
581	0.9135460009	0.1448519289
582	0.9130434783	0.1445518753
583	0.9150507849	0.1441549834
584	0.9150507849	0.1438113589
585	0.9160516605	0.1436577918
586	0.9169741697	0.1433965276
587	0.9179723502	0.1430271634
588	0.9174734901	0.1427637219
589	0.9179723502	0.142682445
590	0.9169741697	0.1423163996
591	0.9174734901	0.1421996603
592	0.9174734901	0.1419260782
593	0.9179723502	0.1417688589
594	0.9179723502	0.1415418686
595	0.9184707508	0.1413199982
596	0.9194661758	0.1411163443
597	0.9189686924	0.1408675512
598	0.9209558824	0.1405308881
599	0.9204597701	0.1403292987
600	0.9209558824	0.1401156628
601	0.9229357798	0.1398945825
602	0.9234296194	0.1397465338
603	0.9239230064	0.1394734454
604	0.9244159414	0.1393132536
605	0.9244159414	0.1389930726
606	0.9254004577	0.1387553827
607	0.9258920403	0.1384690374
608	0.9258920403	0.138274667
609	0.9283432223	0.1379004088
610	0.9288321168	0.1377097554
611	0.9298085688	0.1375142825
612	0.9302961276	0.1374400749
613	0.9298085688	0.1373016086
614	0.9302961276	0.1371983476
615	0.9317561419	0.1366519898
616	0.9322419281	0.1363126013
617	0.9317561419	0.1360281858
618	0.9322419281	0.1356376878
619	0.9327272727	0.135380595
620	0.9327272727	0.1351259484
621	0.9327272727	0.1349780576
622	0.9336966394	0.1344674632
623	0.9332121763	0.1342838741
624	0.9336966394	0.1339337343
625	0.9341806627	0.1337205552
626	0.9346642468	0.1336144984
627	0.9351473923	0.1334385057
628	0.9356300997	0.1331240748
629	0.9356300997	0.1330023098
630	0.9361123697	0.1327419028
631	0.9351473923	0.1326290545
632	0.9356300997	0.1324271107
633	0.9356300997	0.132395173
634	0.9361123697	0.1322168766
635	0.9361123697	0.1315242391
636	0.9361123697	0.1311534407
637	0.9365942029	0.1308993272
638	0.9375565611	0.1307323978
639	0.9370755998	0.1306687629
640	0.9389416554	0.1305122951
641	0.9394213382	0.1302830782
642	0.938517179	0.1300777239
643	0.9394760614	0.1299231043
644	0.9403794038	0.1297722441
645	0.9413357401	0.1295093551
646	0.9408577878	0.1291087586
647	0.9408577878	0.128969222
648	0.9408577878	0.1287570161
649	0.9403794038	0.1283762457
650	0.9399005874	0.1281621194
651	0.9408577878	0.1279351859
652	0.9418132612	0.1277701977
653	0.9422903517	0.127632716
654	0.9427670122	0.1275055882
655	0.9427153811	0.1269545652
656	0.9427153811	0.1267810912
657	0.9431920649	0.1265703898
658	0.9441441441	0.1261866405
659	0.9436683191	0.1258066882
660	0.9436683191	0.1256089477
661	0.9455690508	0.1252672156
662	0.9469901168	0.1249426892
663	0.9469901168	0.1248704264
664	0.9474629546	0.1244888183
665	0.947935368	0.1242182801
666	0.947935368	0.1240005334
667	0.9474629546	0.123738394
668	0.9474629546	0.1235807533
669	0.947935368	0.1233435023
670	0.947935368	0.1231936826
671	0.947935368	0.123000235
672	0.9474629546	0.122817611
673	0.9474629546	0.122551124
674	0.9474629546	0.1223813362
675	0.9484073576	0.1221914875
676	0.9498207885	0.1220735946
677	0.9493500672	0.1219941494
678	0.9493500672	0.1217473813
679	0.9493500672	0.1215849426
680	0.9493500672	0.1214827046
681	0.9507609669	0.1211877941
682	0.9512304251	0.1210097594
683	0.9507609669	0.120899203
684	0.9512304251	0.1206822448
685	0.9512304251	0.1206400023
686	0.9512304251	0.1205444706
687	0.9507609669	0.1203445631
688	0.9521680823	0.120136001
689	0.9521680823	0.1199030734
690	0.9526362824	0.1197574788
691	0.9526362824	0.1196145983
692	0.9530621368	0.1193120634
693	0.9530621368	0.1191432803
694	0.9539973202	0.1188381943
695	0.9549308344	0.1185675308
696	0.9549308344	0.1184744049
697	0.9549308344	0.1182468916
698	0.9549308344	0.1180670066
699	0.9549308344	0.1178780482
700	0.9549308344	0.1175779251
701	0.9549308344	0.117297054
702	0.9563279857	0.1171417373
703	0.9581850534	0.1168796194
704	0.9581850534	0.1166771171
705	0.9577214063	0.1164595804
706	0.9577214063	0.1163366652
707	0.9577214063	0.11622626
708	0.9581850534	0.115944556
709	0.9581850534	0.1159149262
710	0.9581850534	0.1157570725
711	0.9590747331	0.115468932
712	0.9595375723	0.115280404
713	0.96	0.1151447872
714	0.9604620169	0.1149492717
715	0.9604620169	0.1148632311
716	0.9604620169	0.1145714883
717	0.9604620169	0.1143976994
718	0.9604620169	0.1141078895
719	0.9604620169	0.1140248351
720	0.9604620169	0.1138345998
721	0.9604620169	0.1136752868
722	0.9604620169	0.1135968009
723	0.96	0.1134400648
724	0.96	0.1133432471
725	0.9613848202	0.1130909466
726	0.9618456078	0.1128534497
727	0.9618456078	0.1127745717
728	0.9613848202	0.112647276
729	0.9618456078	0.1124648455
730	0.9613848202	0.1123072686
731	0.9627659574	0.1120760847
732	0.9632255206	0.1119631922
733	0.9627659574	0.1118584476
734	0.9623059867	0.111752571
735	0.9627659574	0.1115154126
736	0.9627659574	0.1112251544
737	0.9636846767	0.1109660881
738	0.9636846767	0.110698928
739	0.9646017699	0.110513677
740	0.9646017699	0.1104993635
741	0.9636846767	0.1102317933
742	0.9646017699	0.110131533
743	0.9650597081	0.1100358881
744	0.9650597081	0.1098916684
745	0.9641434263	0.1098286884
746	0.9655172414	0.1096920991
747	0.9664310954	0.1095342034
748	0.9668874172	0.1094137585
749	0.9668874172	0.109321378
750	0.9659743703	0.1091425223
751	0.9664310954	0.1090536627
752	0.9664310954	0.10893787
753	0.9677988531	0.1086227529
754	0.9687086822	0.1084520295
755	0.9682539683	0.1082641063
756	0.9682539683	0.1080881002
757	0.9682539683	0.108014271
758	0.9682539683	0.1077821755
759	0.9682539683	0.1074668139
760	0.9691629956	0.107239031
761	0.9682539683	0.1071192222
762	0.9687086822	0.1069542872
763	0.9705235372	0.1067557854
764	0.9705235372	0.1066361911
765	0.9696169089	0.1065840271
766	0.9696169089	0.1064552899
767	0.9696169089	0.1062143869
768	0.9696169089	0.1060995226
769	0.9696169089	0.1058744306
770	0.9700704225	0.105630202
771	0.9700704225	0.1054081415
772	0.9700704225	0.1051934412
773	0.9696169089	0.105072223
774	0.9700704225	0.1049245029
775	0.9709762533	0.1047556343
776	0.9709762533	0.1045394257
777	0.9718804921	0.1042088215
778	0.9718804921	0.1041246545
779	0.9723320158	0.1040198856
780	0.9718804921	0.1038479205
781	0.9718804921	0.1036041598
782	0.9723320158	0.1034268413
783	0.9723320158	0.1033306776
784	0.9718804921	0.1032469128
785	0.9714285714	0.1031058458
786	0.9727831431	0.103022949
787	0.9723320158	0.1028546419
788	0.9723320158	0.1026395449
789	0.9723320158	0.1024670952
790	0.9718804921	0.1022945231
791	0.9718804921	0.1021596642
792	0.9727831431	0.1019239257
793	0.9736842105	0.1015557928
794	0.9727831431	0.101377415
795	0.9723320158	0.1011936209
796	0.9723320158	0.1009998474
797	0.9732338745	0.1007453638
798	0.9732338745	0.1005037655
799	0.9736842105	0.100182233
800	0.9736842105	0.1000878162
801	0.9732338745	0.1000050989
802	0.9732338745	0.09986632099
803	0.9736842105	0.0997022273
804	0.9741341517	0.09952344609
805	0.9736842105	0.09942872908
806	0.9741341517	0.09919211009
807	0.9750328515	0.09893830371
808	0.9750328515	0.09882055552
809	0.9745836985	0.09872855728
810	0.9741341517	0.09848470978
811	0.9741341517	0.09826843731
812	0.9741341517	0.09812045342
813	0.9750328515	0.09793101698
814	0.9750328515	0.09787140677
815	0.9750328515	0.0977739926
816	0.9750328515	0.09752492637
817	0.9750328515	0.09741502237
818	0.9750328515	0.09728595269
819	0.9759299781	0.09708801988
820	0.9754816112	0.09691566955
821	0.9759299781	0.0967625235
822	0.9763779528	0.0964559679
823	0.9768255356	0.09626056334
824	0.9777195282	0.09616724594
825	0.9777195282	0.09603603179
826	0.9777195282	0.09594796183
827	0.9772727273	0.09585619491
828	0.9772727273	0.09572619783
829	0.9772727273	0.09564483904
830	0.9786119598	0.09549662326
831	0.9786119598	0.09537778723
832	0.9781659389	0.09528262117
833	0.9781659389	0.09505841982
834	0.9790575916	0.09474962275
835	0.9786119598	0.09457663198
836	0.9786119598	0.09443620345
837	0.9795028347	0.09435032704
838	0.9799476896	0.09432733442
839	0.9799476896	0.09418706026
840	0.9803921569	0.09397754593
841	0.9808362369	0.09386433945
842	0.9808362369	0.09364962584
843	0.9808362369	0.09351030091
844	0.9808362369	0.09325131912
845	0.9808362369	0.09303530377
846	0.9808362369	0.09284742253
847	0.9812799303	0.09266638951
848	0.9812799303	0.09254070993
849	0.9812799303	0.09241414702
850	0.9812799303	0.09229017693
851	0.9812799303	0.09215265095
852	0.9812799303	0.09205989213
853	0.9812799303	0.09198880895
854	0.9812799303	0.09181013081
855	0.9812799303	0.09161201543
856	0.9812799303	0.09150001919
857	0.9812799303	0.09122897275
858	0.9812799303	0.091117192
859	0.9817232376	0.09094962399
860	0.9817232376	0.09082202291
861	0.9817232376	0.09072251635
862	0.9817232376	0.0905671106
863	0.9817232376	0.0904261257
864	0.9817232376	0.09026846228
865	0.9817232376	0.090148904
866	0.9826086957	0.08999292949
867	0.9826086957	0.08979067442
868	0.9821661592	0.08973905876
869	0.9821661592	0.08964064997
870	0.9826086957	0.08949660807
871	0.9830508475	0.08928917544
872	0.9830508475	0.08918584735
873	0.9830508475	0.08899288387
874	0.9830508475	0.08888387935
875	0.9830508475	0.08876569201
876	0.9830508475	0.08863773755
877	0.9848156182	0.08848375094
878	0.9848156182	0.08833958575
879	0.9848156182	0.08816659173
880	0.9852558543	0.08797315883
881	0.9852558543	0.08790276062
882	0.9848156182	0.08779082649
883	0.9848156182	0.08776216462
884	0.9848156182	0.08774503431
