iter	F1	Logloss
93	0.6148308135	0.3006906025
94	0.613832853	0.2992705362
95	0.6152737752	0.2979085053
96	0.6193548387	0.2967613599
97	0.625267666	0.2953524564
98	0.6272273699	0.2945822606
99	0.6301564723	0.2937385382
100	0.631130064	0.2928117764
101	0.6324786325	0.2908730104
102	0.6339729922	0.2901047769
103	0.6388101983	0.2886756866
104	0.6402266289	0.2879067264
105	0.6464788732	0.2859173182
106	0.6488388459	0.2849827529
107	0.6497890295	0.2840996075
108	0.6516853933	0.2831993649
109	0.6540350877	0.2823246089
110	0.6578026592	0.2809975841
111	0.6610761705	0.2789039164
112	0.6643454039	0.2773369368
113	0.6648083624	0.2761489589
114	0.6671309192	0.2751549781
115	0.668984701	0.2744211382
116	0.668984701	0.274058705
117	0.6717557252	0.2738393459
118	0.6726768377	0.273119652
119	0.6722106722	0.2718403544
120	0.6767955801	0.2695506255
121	0.6827919834	0.2682101403
122	0.6850828729	0.2671115357
123	0.6873706004	0.2661603932
124	0.6900343643	0.2655922673
125	0.6900343643	0.2654357831
126	0.689133425	0.2648013974
127	0.6900343643	0.2634103814
128	0.6985645933	0.261867651
129	0.7008898015	0.2604759312
130	0.7021131561	0.2594827669
131	0.7056424201	0.2584571
132	0.706122449	0.2572720897
133	0.7065217391	0.2559851783
134	0.7126436782	0.2546026511
135	0.7153482082	0.2536780116
136	0.7158322057	0.2526059351
137	0.7162162162	0.2514704269
138	0.7184334909	0.2509347576
139	0.7215104518	0.2502292601
140	0.7223719677	0.2496085379
141	0.7258064516	0.2480665274
142	0.7309236948	0.2468249485
143	0.729711603	0.2461216563
144	0.7300736772	0.2452862445
145	0.7334669339	0.2439262595
146	0.73564753	0.2433173019
147	0.7376830892	0.2420501163
148	0.7398536261	0.2411038044
149	0.7415282392	0.2408057492
150	0.7430463576	0.2392402173
151	0.7465254798	0.2387553562
152	0.7456953642	0.2384942268
153	0.7456953642	0.2383735813
154	0.748182419	0.2366640626
155	0.7528015821	0.2347858356
156	0.7547666009	0.2337515461
157	0.7560815253	0.2327141427
158	0.7564018385	0.2321885446
159	0.7620915033	0.2307497917
160	0.7645140248	0.229701036
161	0.7661237785	0.2294320533
162	0.7677293429	0.2282196039
163	0.7741100324	0.2271699986
164	0.7722258274	0.2261734345
165	0.7759067358	0.2250703964
166	0.7774902975	0.2242258751
167	0.7806451613	0.2234394964
168	0.780141844	0.2228684013
169	0.7780645161	0.2222067589
170	0.7819935691	0.2208482951
171	0.7835581246	0.2202314341
172	0.7858974359	0.2201030628
173	0.7856225931	0.2188112621
174	0.7884615385	0.218074087
175	0.7889672867	0.2179975952
176	0.7876844131	0.2174002729
177	0.7943805875	0.2159390611
178	0.7971938776	0.215156246
179	0.7977026165	0.2141978728
180	0.8022886205	0.2125587573
181	0.8022886205	0.2125429916
182	0.8030495553	0.2119873665
183	0.8022886205	0.2108335219
184	0.8075949367	0.2095362852
185	0.8106060606	0.2083268672
186	0.8106060606	0.2077668939
187	0.8113564669	0.2071202663
188	0.8163522013	0.2045850065
189	0.8193224592	0.2034507904
190	0.8193224592	0.2030005743
191	0.8185812932	0.2019644168
192	0.8188679245	0.2014290357
193	0.8203517588	0.20070939
194	0.8205771644	0.1999936248
195	0.8225705329	0.1992861883
196	0.8220551378	0.1990184767
197	0.825	0.1985489105
198	0.8284466625	0.1975690684
199	0.8289637953	0.1964628658
200	0.831152648	0.1955846865
201	0.8289637953	0.1953211691
202	0.8335403727	0.1941940635
203	0.8335403727	0.194183171
204	0.8335403727	0.1938531436
205	0.8347826087	0.1927696656
206	0.8376703841	0.1920740869
207	0.8391089109	0.1914769739
208	0.8441158349	0.1905263832
209	0.8441158349	0.1897145055
210	0.8462484625	0.1889522182
211	0.8453481208	0.1882974373
212	0.8453481208	0.1877079874
213	0.8460591133	0.1875340961
214	0.8453481208	0.1869166183
215	0.8483732351	0.186141076
216	0.8504901961	0.1855673146
217	0.8517156863	0.1850391597
218	0.853121175	0.1844089426
219	0.8566198902	0.1839332102
220	0.8559218559	0.1831661862
